Fireball,482
Electro Wizard,372
Barbarian Hut,322
Baby Dragon,291
Electro Spirit,263
Fisherman,255
Cannon Cart,188
Barbarian Barrel,160
Golden Knight,37
Goblin Gang,3
Prince,3
Goblin Drill,1
Rocket,1
Executioner,1
Mortar,1
Barbarians,1
Skeleton Barrel,1
