Hunter,491
The Log,331
Fisherman,312
Magic Archer,280
Cannon Cart,279
Royal Recruits,249
Electro Spirit,225
Royal Hogs,152
Electro Wizard,63
Night Witch,12
Skeletons,9
Electro Giant,8
Bowler,8
Giant Skeleton,3
Ice Wizard,2
Executioner,1
Mega Knight,1
Mega Minion,1
Prince,1
Skeleton King,1
X,1
