Rocket,217
Princess,174
Fire Spirit,155
Mini P.E.K.K.A,147
Bats,138
The Log,108
Hog Rider,93
Ice Golem,76
Skeleton Barrel,56
Guards,7
Mortar,5
Witch,2
Musketeer,2
Mega Knight,2
Ice Spirit,2
Bandit,1
Lava Hound,1
Golem,1
Arrows,1
