Fireball,291
Minions,208
Zap,205
P.E.K.K.A,172
Electro Wizard,159
Battle Ram,77
Bandit,67
Giant Snowball,66
Royal Ghost,50
Lightning,44
Mega Minion,19
Elite Barbarians,17
Inferno Dragon,7
Princess,6
Goblin Drill,3
Mortar,3
Musketeer,2
Giant Skeleton,2
Rocket,2
Ice Wizard,2
Furnace,1
Graveyard,1
Elixir Collector,1
X,1
Mega Knight,1
Barbarian Hut,1
