Tornado,470
Lightning,365
Cannon,358
Electro Giant,245
Barbarian Barrel,152
Bomber,116
Phoenix,92
Golden Knight,65
Archers,18
Clone,6
Freeze,4
Giant Snowball,4
Giant,1
Electro Wizard,1
Goblin Hut,1
Dark Prince,1
Ice Golem,1
Mega Knight,1
Prince,1
Skeletons,1
X,1
