Bomb Tower,505
Musketeer,319
Earthquake,253
Monk,223
Hog Rider,205
Skeletons,186
The Log,170
Ice Spirit,148
Arrows,4
Bats,2
Wizard,1
Valkyrie,1
Sparky,1
Princess,1
Graveyard,1
