Skeletons,241
Dark Prince,217
Valkyrie,167
Elixir Collector,142
Heal Spirit,95
Mini P.E.K.K.A,95
Rage,82
Goblin Drill,74
Executioner,43
Golem,29
Giant,26
Mortar,24
Electro Dragon,11
Archers,7
Night Witch,6
Mega Knight,3
Mega Minion,3
The Log,1
Minion Horde,1
Musketeer,1
Skeleton Barrel,1
Barbarian Hut,1
Bandit,1
Lightning,1
