folder,f1_score,mse,deckPercent
1FyGksLQ400_360p_resized,0.8172043010752688,0.31004366812227074,0.976528384279476
15VMf0DldcE_360p_resized,0.8631578947368421,0.2786885245901639,0.9995446265938069
0SGWCrBy5Zs_360p_resized,0.7894736842105262,0.5226860254083484,0.9496370235934665
3AtQDMvlTWo_360p_resized,0.8817204301075269,0.3265993265993266,0.9448653198653199
2OjNo8vnAw0_360p_resized,0.9024390243902439,0.23555555555555555,0.9944444444444445
23bG6848JYs_360p_resized,0.9411764705882352,0.14789915966386555,0.9978991596638656
5Ar9CykXNE0_360p_resized,0.8411214953271027,0.38333333333333336,0.9508333333333333
0prQpPJdnEs_360p_resized,0.9565217391304348,0.20134228187919462,0.9958053691275168
-tyV_kJPBjQ_360p_resized,0.8842105263157894,0.4355108877721943,0.9476549413735343
0Ef1aJX8qKc_360p_resized,0.8142857142857143,0.5226890756302521,0.9941176470588236
1ZRCWRHMB18_360p_resized,0.8429752066115702,0.3125,0.9598817567567568
49lUlsZPMfQ_360p_resized,0.6190476190476191,0.5102040816326531,0.9970845481049563
-sa4G49X7_k_360p_resized,0.7894736842105263,0.3508771929824561,0.9619883040935673
4-60HkceFrA_360p_resized,0.7826086956521738,0.5785953177257525,0.9740802675585284
5iEP2y-exHE_360p_resized,0.92,0.23865546218487396,0.9470588235294117
0m6_2yosj_k_360p_resized,0.8936170212765957,0.2096317280453258,0.9660056657223796
2IslBywUI0s_360p_resized,0.7659574468085107,0.6396039603960396,0.9326732673267327
-lkoWBaegRM_360p_resized,0.8571428571428572,0.4435146443514644,0.9994769874476988
2Mv7uTs4ngk_360p_resized,0.8771929824561403,0.3314285714285714,0.9935714285714285
2DSQGE_77u0_360p_resized,0.752136752136752,0.5598650927487352,0.9620573355817875
24Ys29vKYMw_360p_resized,0.7605633802816902,0.5667351129363449,0.978952772073922
2zHjABWV7cY_360p_resized,0.6363636363636365,0.581267217630854,0.9524793388429752
-6JLxrHBSPs_360p_resized,0.5909090909090909,0.9090909090909091,0.9756480754124116
-m-F8GtE5pc_360p_resized,0.8571428571428571,0.1683673469387755,0.9821428571428571
4XA1wsuV09w_360p_resized,0.6666666666666666,0.7039106145251397,0.9972067039106145
-UcYrAtXrdw_360p_resized,0.3658536585365854,1.5852272727272727,0.8755334281650071
-mpWIgbysIE_360p_resized,0.9310344827586207,0.05014749262536873,0.974188790560472
1uGoy4G0pjA_360p_resized,0.711864406779661,0.4164305949008499,0.9454674220963173
1Mb0J9sEzKk_360p_resized,0.6923076923076923,0.43776824034334766,0.9549356223175965
2Zq_G0kpsvg_360p_resized,0.8727272727272727,0.09064327485380116,0.9480994152046783
3rudrnD7Ujk_360p_resized,0.848,0.38285714285714284,0.9404761904761905
-_82YmIlFEE_360p_resized,0.88,0.15989159891598917,0.9993224932249323
1p_-qaCXFio_360p_resized,0.7708333333333333,0.609981515711645,0.9611829944547134
1IMPLP3l9ZY_360p_resized,0.78,0.3333333333333333,0.9257028112449799
0dO_W7fYx1A_360p_resized,0.8712871287128714,0.298828125,0.99560546875
1MPsMOO65So_360p_resized,0.7272727272727272,0.48863636363636365,0.9133522727272727
1y9xpKLRwxw_360p_resized,0.92,0.39291736930860033,0.948566610455312
1M4mKndmaIs_360p_resized,0.8721804511278195,0.3674496644295302,0.9626677852348994
1GsyO4MjCcw_360p_resized,0.9032258064516129,0.2650375939849624,0.9694548872180451
3Y96iINCpk4_360p_resized,0.6029411764705882,2.0864197530864197,0.8981481481481481
43Rks_IyiWQ_360p_resized,0.8275862068965518,0.4519774011299435,0.9491525423728814
-P8pys6igUw_360p_resized,0.9047619047619047,0.24324324324324326,0.9603040540540541
3QSR9K2jERI_360p_resized,0.6829268292682926,0.6373937677053825,0.9865439093484419
-inBGqR7lhU_360p_resized,0.39999999999999997,1.2597864768683273,0.8336298932384342
3JlA4YYGxqk_360p_resized,0.7567567567567567,0.5659163987138264,1.0
-GsQY89Nw0Q_360p_resized,0.918918918918919,0.2746478873239437,0.9533450704225352
0-vvXQKi3bo_360p_resized,0.8636363636363636,0.34710743801652894,0.9958677685950413
2eO2G6iz98k_360p_resized,0.7017543859649122,0.6197183098591549,0.9654929577464789
5epoi2eXLoo_360p_resized,0.7407407407407408,0.4223300970873786,0.9205097087378641
1_rTiZix8iM_360p_resized,0.9115646258503401,0.2697594501718213,0.988831615120275
5DlSJQcF45I_360p_resized,0.9423076923076923,0.22483221476510068,0.9907718120805369
0Pbnw5WtBsg_360p_resized,0.45112781954887227,2.7094736842105265,0.9294736842105263
5nrZAfdSqHc_360p_resized,0.7678571428571428,0.4173387096774194,0.96875
1zVZ_VF0zTI_360p_resized,0.9411764705882353,0.23300970873786409,0.987378640776699
0tKWKX0e4yk_360p_resized,0.8000000000000002,0.43340857787810383,0.9475169300225733
41dlFv56cfQ_360p_resized,0.8219178082191781,0.2950108459869848,0.9718004338394793
1TdVeWLmIFE_360p_resized,0.8837209302325582,0.43333333333333335,0.9829166666666667
4mv86ATyl0M_360p_resized,0.8524590163934426,0.4696969696969697,0.9823232323232324
4GkyuOpX95s_360p_resized,0.8461538461538461,0.30994152046783624,0.9269005847953217
4rKOVJNdn4I_360p_resized,0.9117647058823529,0.20673076923076922,0.9819711538461539
5lGh2OwWJMw_360p_resized,0.7391304347826085,0.6547884187082406,0.955456570155902
40biP6WpGE0_360p_resized,0.6666666666666666,0.20958083832335328,0.7769461077844312
1qTnBOFZEhE_360p_resized,0.8928571428571428,0.2560747663551402,0.9364485981308411
0jSKpaU8dBw_360p_resized,0.8307692307692308,0.47438752783964366,0.984966592427617
-ulQuNTr59g_360p_resized,0.6933333333333334,0.7166324435318275,0.9758726899383984
25SHr_XqKjI_360p_resized,0.8,0.3569023569023569,0.9326599326599326
4eO8hUDmc8w_360p_resized,0.7058823529411765,0.5911949685534591,0.875
2xFFoOIO-as_360p_resized,0.7733333333333334,0.8143939393939394,0.9947916666666666
1DlkcpOc7J8_360p_resized,0.7692307692307693,0.6822742474916388,0.9594481605351171
4MckzgcmV1g_360p_resized,0.8,0.5114068441064639,0.9624524714828897
-3Ad7Y-vR4g_360p_resized,0.5373134328358209,1.5115740740740742,0.9641203703703703
1J8ehluangI_360p_resized,0.5066666666666667,1.8578811369509043,0.9056847545219638
1S_VrckqHIQ_360p_resized,0.8547008547008547,0.3938294010889292,0.9523593466424682
30sPzOUyybE_360p_resized,0.7884615384615384,0.5267326732673268,0.9945544554455445
1D4NBk_SW4M_360p_resized,0.8349514563106797,0.33620689655172414,0.9137931034482759
0hF-ubLnI6s_360p_resized,0.5714285714285714,2.6876404494382022,0.9443820224719102
2ny3_P4WRdA_360p_resized,0.7222222222222222,0.5945945945945946,0.8875921375921376
5Ohr56fQCIQ_360p_resized,0.7903225806451614,0.6057046979865772,0.9681208053691275
4S0s2-vMbH8_360p_resized,0.7931034482758621,0.5120192307692307,0.9272836538461539
096Of9kVwjs_360p_resized,0.8367346938775511,0.41442953020134227,0.9664429530201343
28-zBglRqzo_360p_resized,0.8333333333333334,0.27972027972027974,0.9855769230769231
2M_odblT8jA_360p_resized,0.5673758865248226,2.1375,0.890625
-_WzYaL5aT4_360p_resized,0.8372093023255814,0.41312056737588654,0.9924645390070922
1LKg3yyz3Rw_360p_resized,0.7903225806451613,0.35413153456998314,0.9637436762225969
0w3QboNEOgo_360p_resized,0.9047619047619047,0.15254237288135594,0.9941737288135594
