Fireball,430
X,280
Knight,254
Tesla,230
The Log,188
Skeletons,147
Ice Spirit,138
Archers,126
Guards,4
Skeleton Dragons,3
Fisherman,2
Minion Horde,1
Phoenix,1
Prince,1
Golden Knight,1
Goblin Hut,1
Goblin Drill,1
Giant Snowball,1
Cannon,1
Battle Ram,1
Zappies,1
