Fireball,321
Hunter,319
Spear Goblins,168
Cannon Cart,148
Knight,139
Wall Breakers,136
Miner,124
The Log,51
Electro Wizard,13
Ice Wizard,6
P.E.K.K.A,3
Rascals,3
Mega Minion,1
Prince,1
Golem,1
Giant Snowball,1
Electro Giant,1
