frame,card1Name,card1Label,card2Name,card2Label,card3Name,card3Label,card4Name,card4Label,cardPlayedName,cardPlayedLabel,slotPlayed,elixir,predicted_cardPlayed,y_cardPlayed,y_elixirConsumed
00960,Mega Minion,64.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,8,,,
00975,Mega Minion,64.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,8,,,
00990,Mega Minion,64.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,8,,,
01005,Mega Minion,64.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,8,,,
01020,Mega Minion,64.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,8,,,
01035,Mega Minion,64.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,9,,,
01050,Mega Minion,64.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,9,,,
01065,Mega Minion,64.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,9,,,
01080,Mega Minion,64.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,9,,,
01095,Mega Minion,64.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,9,,,
01110,Mega Minion,64.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,10,,,
01125,Mega Minion,64.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,10,,,
01140,P.E.K.K.A,75.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,10,,,
01155,Mega Minion,64.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,10,,,
01170,Mega Minion,64.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,10,,,
01185,Mega Minion,64.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,10,,,
01200,Mega Minion,64.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,10,,,
01215,P.E.K.K.A,75.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,10,,,
01230,P.E.K.K.A,75.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,10,,,
01245,P.E.K.K.A,75.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,10,,,
01260,P.E.K.K.A,75.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,10,,,
01275,P.E.K.K.A,75.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,10,,,
01290,P.E.K.K.A,75.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,10,,,
01305,P.E.K.K.A,75.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,10,,,
01320,P.E.K.K.A,75.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,10,,,
01335,P.E.K.K.A,75.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,10,,,
01350,P.E.K.K.A,75.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,10,,,
01365,P.E.K.K.A,75.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,10,,,
01380,P.E.K.K.A,75.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,10,,,
01395,P.E.K.K.A,75.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,10,,,
01410,P.E.K.K.A,75.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,10,,,
01425,P.E.K.K.A,75.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,10,,,
01440,P.E.K.K.A,75.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,10,,,
01455,P.E.K.K.A,75.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,10,,,
01470,P.E.K.K.A,75.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,10,,,
01485,P.E.K.K.A,75.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,10,,,
01500,P.E.K.K.A,75.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,10,,,
01515,P.E.K.K.A,75.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,10,,,
01530,P.E.K.K.A,75.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,10,,,
01545,P.E.K.K.A,75.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,10,,,
01560,P.E.K.K.A,75.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,10,,,
01575,P.E.K.K.A,75.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,10,,,
01590,P.E.K.K.A,75.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,10,,,
01605,P.E.K.K.A,75.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,10,,,
01620,P.E.K.K.A,75.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,10,,,
01635,P.E.K.K.A,75.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,10,,,
01650,P.E.K.K.A,75.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,10,,,
01665,P.E.K.K.A,75.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,10,,,
01680,P.E.K.K.A,75.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,10,,,
01695,P.E.K.K.A,75.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,10,,,
01710,P.E.K.K.A,75.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,10,,,
01725,Dark Prince,18.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,3,,,
01740,Dark Prince,18.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,3,,,
01755,Dark Prince,18.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,3,,,
01770,Dark Prince,18.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,3,,,
01785,Dark Prince,18.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,3,,,
01800,Dark Prince,18.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,3,,,
01815,Dark Prince,18.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,4,,,
01830,Dark Prince,18.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,4,,,
01845,Dark Prince,18.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,4,,,
01860,Dark Prince,18.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,4,,,
01875,Dark Prince,18.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,4,,,
01890,Dark Prince,18.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,5,,,
01905,Dark Prince,18.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,5,,,
01920,Dark Prince,18.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,5,,,
01935,Dark Prince,18.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,5,,,
01950,Dark Prince,18.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,5,,,
01965,Dark Prince,18.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,5,,,
01980,Dark Prince,18.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,6,,,
01995,Dark Prince,18.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,6,,,
02010,Dark Prince,18.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,6,,,
02025,Dark Prince,18.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,6,,,
02040,Dark Prince,18.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,6,,,
02055,Dark Prince,18.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,6,,,
02070,Dark Prince,18.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,7,,,
02085,Dark Prince,18.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,7,,,
02100,Dark Prince,18.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,7,,,
02115,Dark Prince,18.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,7,,,
02130,Dark Prince,18.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,7,,,
02145,Dark Prince,18.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,8,,,
02160,Dark Prince,18.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,8,,,
02175,Dark Prince,18.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,8,,,
02190,Dark Prince,18.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,8,,,
02205,Dark Prince,18.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,8,,,
02220,Dark Prince,18.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,8,,,
02235,Dark Prince,18.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,9,,,
02250,Dark Prince,18.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,9,,,
02265,Dark Prince,18.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,9,,,
02280,Dark Prince,18.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,9,,,
02295,Fisherman,32.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,5,,,
02310,Zap,106.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,6,,,
02325,Zap,106.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,6,,,
02340,Zap,106.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,6,,,
02355,Zap,106.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,6,,,
02370,Zap,106.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,6,,,
02385,Zap,106.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,6,,,
02400,Zap,106.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,7,,,
02415,Zap,106.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,7,,,
02430,Zap,106.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,7,,,
02445,Zap,106.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,7,,,
02460,Zap,106.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,7,,,
02475,Zap,106.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,7,,,
02490,Zap,106.0,Electro Wizard,24.0,Arrows,2.0,Witch,103.0,,,,8,,,
02505,Zap,106.0,Electro Wizard,24.0,Ram Rider,81.0,Witch,103.0,,,,5,,,
02520,Zap,106.0,Electro Wizard,24.0,Ram Rider,81.0,Witch,103.0,,,,5,,,
02535,Zap,106.0,Electro Wizard,24.0,Ram Rider,81.0,Witch,103.0,,,,5,,,
02550,Zap,106.0,Electro Wizard,24.0,Ram Rider,81.0,Witch,103.0,,,,5,,,
02565,Zap,106.0,Electro Wizard,24.0,Fireball,30.0,Archer Queen,1.0,,,,1,,,
02580,Zap,106.0,Electro Wizard,24.0,Fireball,30.0,Archer Queen,1.0,,,,1,,,
02595,Zap,106.0,Electro Wizard,24.0,Fireball,30.0,Archer Queen,1.0,,,,1,,,
02610,Zap,106.0,Electro Wizard,24.0,Fireball,30.0,Archer Queen,1.0,,,,1,,,
02625,Zap,106.0,Electro Wizard,24.0,Fireball,30.0,Archer Queen,1.0,,,,1,,,
02640,Zap,106.0,Electro Wizard,24.0,Fireball,30.0,Archer Queen,1.0,,,,1,,,
02655,Zap,106.0,Electro Wizard,24.0,Fireball,30.0,Archer Queen,1.0,,,,2,,,
02670,Zap,106.0,Electro Wizard,24.0,Fireball,30.0,Archer Queen,1.0,,,,2,,,
02685,Zap,106.0,Electro Wizard,24.0,Fireball,30.0,Archer Queen,1.0,,,,2,,,
02700,Zap,106.0,Electro Wizard,24.0,Fireball,30.0,Archer Queen,1.0,,,,2,,,
02715,Zap,106.0,Electro Wizard,24.0,Fireball,30.0,Archer Queen,1.0,,,,2,,,
02730,Zap,106.0,Electro Wizard,24.0,Fireball,30.0,Archer Queen,1.0,,,,2,,,
02745,Zap,106.0,Electro Wizard,24.0,Fireball,30.0,Archer Queen,1.0,,,,3,,,
02760,Zap,106.0,Electro Wizard,24.0,Fireball,30.0,Archer Queen,1.0,,,,3,,,
02775,Mega Minion,64.0,Electro Wizard,24.0,Fireball,30.0,Archer Queen,1.0,,,,1,,,
02790,Mega Minion,64.0,Electro Wizard,24.0,Fireball,30.0,Archer Queen,1.0,,,,1,,,
