Mega Knight,413
Arrows,407
Zap,308
Phoenix,276
Ram Rider,192
Bandit,161
Dark Prince,157
Witch,111
Archer Queen,52
Lumberjack,12
Guards,5
Skeleton Dragons,3
Goblin Gang,3
Mega Minion,2
Skeleton Barrel,1
Goblin Drill,1
