Hunter,188
Skeleton Army,148
Giant Skeleton,102
Arrows,77
Golden Knight,42
Zappies,38
Barbarian Hut,34
Prince,32
Goblin Barrel,29
Electro Spirit,26
Dart Goblin,17
Sparky,16
Cannon Cart,6
Mega Knight,1
