folder,f1_score,mse,deckPercent
-8bXmxSplt4_lowest_360p,0.7916666666666666,0.5054347826086957,0.9572010869565217
-JKw0obk1OQ_lowest_360p,0.9586776859504132,0.173841059602649,0.9871688741721855
1rtciICdhNM_lowest_360p,1.0,0.022727272727272728,0.9957386363636364
1VPZbBGXto8_lowest_360p,0.9375,0.13068181818181818,0.9751420454545454
1Ypsj4FIobY_lowest_360p,0.9215686274509804,0.09774436090225563,0.9760338345864662
30gj0lGe1q0_lowest_360p,0.9041095890410958,0.3872549019607843,0.9959150326797386
35VgNKp4eJU_lowest_360p,0.5315315315315315,0.6055321707757065,0.542092603728202
40E5D86hpwc_lowest_360p,0.9690721649484536,0.09405940594059406,0.9764851485148515
4550_bc2s6c_lowest_360p,0.9836065573770492,0.07242339832869081,0.979108635097493
4NRwwmgxs9Q_lowest_360p,0.9642857142857143,0.014164305949008499,0.9971671388101983
5VcIUFZ7VXQ_lowest_360p,0.9251700680272108,0.13651315789473684,0.993421052631579
6jJKNTZi6fQ_lowest_360p,0.9152542372881356,0.05525846702317291,0.9830659536541889
7JNIM9gauJM_lowest_360p,0.9662921348314608,0.16282894736842105,0.945679012345679
7n0LYu5GXEw_lowest_360p,0.9777777777777777,0.022727272727272728,0.9900568181818182
86gIJwlfLOQ_lowest_360p,0.9264705882352942,0.15953947368421054,0.9888980263157895
9g8XnCuO57Q_lowest_360p,0.9504950495049505,0.13493530499075784,0.94362292051756
9PJQovIxeGE_lowest_360p,0.9607843137254902,0.04573804573804574,0.9901247401247402
9wg-WJ_s6L0_lowest_360p,0.4069767441860465,0.7844007609384908,0.5488268864933418
AkKNEpVtqKk_lowest_360p,0.909090909090909,0.2644628099173554,0.9735537190082645
arvgjZHTeb0_lowest_360p,0.961038961038961,0.08333333333333333,0.9815165876777251
aUYIDSDOg2g_lowest_360p,0.916030534351145,0.06732348111658457,0.9807060755336617
b-d67FZM7Mk_lowest_360p,0.9130434782608695,0.13815789473684212,0.9563786008230453
bbMpl-33qIs_lowest_360p,0.8840579710144928,0.26480263157894735,0.9860197368421053
bikAT1sPssM_lowest_360p,0.878048780487805,0.11019736842105263,0.9794407894736842
bzscXBuCsT4_lowest_360p,0.9375,0.017793594306049824,0.994661921708185
Cepfjv4O1CM_lowest_360p,0.9772727272727273,0.13673805601317957,0.9736408566721582
Dq3hEJ7jiN4_lowest_360p,0.9032258064516129,0.050666666666666665,0.992
dqeaJWhx434_lowest_360p,0.9142857142857143,0.09574468085106383,0.975177304964539
e6JXJbP42QU_lowest_360p,0.7647058823529411,0.4772727272727273,0.9417613636363636
EQ0ORRaTLuE_lowest_360p,0.8150684931506849,0.35180995475113125,0.7867647058823529
ESvy-aP9Jxk_lowest_360p,0.9481481481481481,0.12413793103448276,0.971551724137931
EXORnXcui4M_lowest_360p,0.9306930693069307,0.142,0.989
ezJK3NSRmz0_lowest_360p,0.946236559139785,0.20164609053497942,0.9747942386831275
f-OJR5k8WGU_lowest_360p,0.9380530973451328,0.375,0.9880756578947368
F0vazNLa4zw_lowest_360p,0.9861111111111112,0.08191126279863481,0.9910409556313993
FC8Wde1hYvM_lowest_360p,0.8656716417910447,0.1553672316384181,0.9865819209039548
fhfp5BBz_xg_lowest_360p,0.923076923076923,0.171334431630972,0.9962932454695222
g6qp2O21asI_lowest_360p,0.9268292682926829,0.09105960264900662,0.9908940397350994
gAf4-8B5C6k_lowest_360p,0.95,0.047540983606557376,0.9930327868852459
Gza6l1jDeVU_lowest_360p,0.9032258064516129,0.2553542009884679,0.9962932454695222
H6VJCCBYokY_lowest_360p,0.9811320754716981,0.12280701754385964,0.9793233082706767
hijFHvz8aIg_lowest_360p,0.9312977099236642,0.17128027681660898,0.9874567474048442
HRkV-brg_XE_lowest_360p,0.9565217391304348,0.05416666666666667,0.9655891553701773
I-d2Lebj4SI_lowest_360p,0.8771929824561403,0.07323943661971831,0.995774647887324
i5YQIWFTyYk_lowest_360p,0.9310344827586206,0.20032840722495895,0.9922003284072249
IEixuEK7ZNA_lowest_360p,1.0,0.014245014245014245,1.0
iEZXPbvNd90_lowest_360p,0.4919786096256685,0.4915368991198375,0.5216655382532159
IfBJ7zmvPj8_lowest_360p,0.92,0.12982456140350876,0.9956140350877193
IXWdX-1lzb4_lowest_360p,0.9090909090909091,0.11931818181818182,0.9928977272727273
K09XkwOQjx4_lowest_360p,0.9824561403508771,0.022727272727272728,0.9907670454545454
k6tewxdWqVY_lowest_360p,0.9154929577464789,0.17105263157894737,0.990953947368421
khyNgJ3I49o_lowest_360p,0.9777777777777777,0.14772727272727273,0.9893465909090909
KjoC1v_JyrA_lowest_360p,0.9259259259259259,0.09539473684210527,0.9872532894736842
ktUT0v_qnYk_lowest_360p,0.9302325581395349,0.12958963282937366,0.9935205183585313
Kuqw8dXBsTI_lowest_360p,0.8682170542635659,0.443163097199341,0.9258649093904449
k_q8cGNd7NI_lowest_360p,0.96,0.11774461028192372,0.979253112033195
L3ZH9T6MqdA_lowest_360p,0.9333333333333332,0.13920454545454544,0.9794034090909091
Lb_Kova4Lt4_lowest_360p,0.9473684210526316,0.10582010582010581,0.9933862433862434
LqcYEQEdFiI_lowest_360p,0.9523809523809524,0.10578512396694215,0.9913223140495868
mJuY3apRQcs_lowest_360p,0.9473684210526316,0.1297208538587849,0.9917898193760263
NBYZ3zFmS6A_lowest_360p,0.9661016949152542,0.11330049261083744,0.9967159277504105
NLNGJEGv9Ag_lowest_360p,0.9411764705882353,0.07049180327868852,0.9905737704918033
nR51ziv3EwA_lowest_360p,0.9629629629629629,0.04051172707889126,0.994136460554371
NVKrMtcVqQ0_lowest_360p,0.9333333333333332,0.17269736842105263,0.9543209876543209
obIcNqr56V0_lowest_360p,0.9072164948453608,0.2701688555347092,0.9906191369606003
