folder,f1_score,mse,deckPercent
ocnGqp78Bgo_lowest_360p,0.9041095890410958,0.05139186295503212,0.9919700214132763
OHlXSW-_gEE_lowest_360p,0.9090909090909091,0.059602649006622516,0.989514348785872
olqSwWnqiy4_lowest_360p,0.7480916030534351,0.8039538714991763,0.9349258649093904
P1RttscqJoI_lowest_360p,0.9367088607594937,0.04337899543378995,0.9817351598173516
PibJ8rAH90M_lowest_360p,0.9032258064516129,0.07846715328467153,0.9876824817518248
Po89y992F8Y_lowest_360p,0.9791666666666666,0.09183673469387756,0.9836734693877551
pOwlO1gx44U_lowest_360p,0.9251700680272108,0.1118421052631579,0.9925986842105263
p_pOF6FnNDI_lowest_360p,0.9846153846153847,0.04684317718940937,0.9918533604887984
qZjsEEygMUk_lowest_360p,0.9292929292929293,0.23201438848920863,0.9883093525179856
r94famMdVrs_lowest_360p,0.9298245614035088,0.22772277227722773,0.9971122112211221
rvyZVgo7g3g_lowest_360p,0.8750000000000001,0.0672,0.942
sPPKr3Ejcss_lowest_360p,0.9375,0.07084019769357495,0.9884678747940692
T-zBCK25TBE_lowest_360p,0.9041095890410958,0.05583756345177665,0.9860406091370558
t3qlSgZvEdM_lowest_360p,0.9166666666666666,0.061855670103092786,0.9780645161290322
TdawH6FRvR0_lowest_360p,0.9655172413793104,0.04900181488203267,0.9709618874773139
TLomJ2UpyU8_lowest_360p,0.9172932330827067,0.05073649754500818,0.986088379705401
tS-sEYqbwdY_lowest_360p,0.9156626506024096,0.23597678916827852,0.9888781431334622
u4j1C7DrOF0_lowest_360p,0.8571428571428571,0.6069078947368421,0.9712171052631579
uJyZS0hD8y8_lowest_360p,0.968421052631579,0.08557046979865772,0.9802686817800168
uUyd-Oaj3KY_lowest_360p,0.8823529411764706,0.06315789473684211,0.9868421052631579
u_2AETveuio_lowest_360p,0.9230769230769231,0.07990314769975787,0.9909200968523002
vdje1i-G_ao_lowest_360p,0.9494949494949495,0.1297208538587849,0.972495894909688
vnAnnYa095g_lowest_360p,0.9069767441860465,0.2028301886792453,0.9876179245283019
vxJpJQ1WtKo_lowest_360p,0.9887640449438202,0.027829313543599257,0.9874768089053804
WE_bbDhKYKU_lowest_360p,0.9271523178807948,0.20593080724876442,0.9909390444810544
WRpIgiPENV8_lowest_360p,0.9818181818181818,0.08534322820037106,0.9860853432282004
wtPC6wbDwGU_lowest_360p,0.962962962962963,0.029182879377431907,0.9858949416342413
Ww6WmQN4McI_lowest_360p,0.9666666666666666,0.03926096997690531,0.9815028901734104
XKpwPZ95DuM_lowest_360p,0.9743589743589743,0.06896551724137931,0.9835796387520526
xl5Li1TYX4Q_lowest_360p,0.9342105263157895,0.10909090909090909,0.978099173553719
xNrtZMa3160_lowest_360p,1.0,0.0313588850174216,0.9930313588850174
yAUKqszzqr0_lowest_360p,0.9767441860465117,0.03581267217630854,0.9896694214876033
YjWtDkfarWk_lowest_360p,0.9821428571428572,0.0722495894909688,0.9930213464696224
yVaRnS-5hRo_lowest_360p,0.98989898989899,0.09523809523809523,0.9950738916256158
z7cU1YuOpP0_lowest_360p,0.9824561403508771,0.055793991416309016,0.9597639484978541
