folder,f1_score,mse,deckPercent
1ZRCWRHMB18_360p_resized,0.9193548387096774,0.18243243243243243,0.9277871621621622
1zVZ_VF0zTI_360p_resized,0.9904761904761905,0.040776699029126215,0.9674757281553398
1_rTiZix8iM_360p_resized,0.9801324503311258,0.06884681583476764,0.9892426850258176
23bG6848JYs_360p_resized,0.8907563025210085,0.30033557046979864,0.9760906040268457
24Ys29vKYMw_360p_resized,0.8169014084507041,0.6119096509240246,0.8311088295687885
25SHr_XqKjI_360p_resized,0.9600000000000001,0.03367003367003367,0.9065656565656566
28-zBglRqzo_360p_resized,0.9818181818181818,0.04195804195804196,0.9951923076923077
2DSQGE_77u0_360p_resized,0.7040000000000001,0.7263513513513513,0.8965371621621622
2eO2G6iz98k_360p_resized,0.6410256410256411,1.2422535211267605,0.9267605633802817
2IslBywUI0s_360p_resized,0.8367346938775511,0.4243614931237721,0.9553045186640472
2Mv7uTs4ngk_360p_resized,0.9122807017543859,0.12290502793296089,0.9273743016759777
2M_odblT8jA_360p_resized,0.8118811881188118,0.6100178890876565,0.9686940966010733
2ny3_P4WRdA_360p_resized,0.7246376811594203,0.6083743842364532,0.9094827586206896
2OjNo8vnAw0_360p_resized,1.0,0.035555555555555556,0.9855555555555555
2xFFoOIO-as_360p_resized,0.9142857142857143,0.1890359168241966,0.943289224952741
2zHjABWV7cY_360p_resized,0.8936170212765957,0.4628099173553719,0.9731404958677686
2Zq_G0kpsvg_360p_resized,0.8363636363636363,0.26062322946175637,0.9461756373937678
30sPzOUyybE_360p_resized,0.8431372549019608,0.11264822134387352,0.9456521739130435
3AtQDMvlTWo_360p_resized,0.9130434782608695,0.16666666666666666,0.8939393939393939
3HthjXMoxQE_360p_resized,0.8571428571428571,0.20822622107969152,0.9601542416452442
3JlA4YYGxqk_360p_resized,0.8421052631578948,0.278125,0.93515625
3QSR9K2jERI_360p_resized,0.9268292682926829,0.036827195467422094,0.9822946175637394
3rudrnD7Ujk_360p_resized,0.9120000000000001,0.13688212927756654,0.8930608365019012
3Y96iINCpk4_360p_resized,0.8468468468468469,0.29218106995884774,0.9737654320987654
4-60HkceFrA_360p_resized,0.9545454545454545,0.05351170568561873,0.9782608695652174
40biP6WpGE0_360p_resized,0.823529411764706,0.08227848101265822,0.9082278481012658
41dlFv56cfQ_360p_resized,0.8780487804878049,0.15835140997830802,0.9907809110629068
43Rks_IyiWQ_360p_resized,0.9473684210526316,0.03389830508474576,0.9519774011299436
49lUlsZPMfQ_360p_resized,0.8636363636363635,0.3597733711048159,0.976628895184136
4bFWLqqesrw_360p_resized,0.8627450980392156,0.13138686131386862,0.8600973236009732
4eO8hUDmc8w_360p_resized,0.8214285714285715,0.22012578616352202,0.925314465408805
4GkyuOpX95s_360p_resized,0.7241379310344829,0.4749262536873156,0.8185840707964602
4MckzgcmV1g_360p_resized,0.868421052631579,0.2661596958174905,0.9325095057034221
4mv86ATyl0M_360p_resized,0.8264462809917354,0.4856661045531197,0.9498313659359191
4rKOVJNdn4I_360p_resized,0.9565217391304348,0.038461538461538464,0.9885817307692307
4S0s2-vMbH8_360p_resized,0.8852459016393444,0.14423076923076922,0.9344951923076923
4uLRPLBKi9M_360p_resized,0.9583333333333334,0.08247422680412371,0.9832474226804123
4WE4tl2bG2M_360p_resized,0.8979591836734694,0.21763085399449036,0.9359504132231405
4XA1wsuV09w_360p_resized,0.8444444444444444,0.39669421487603307,0.9628099173553719
5Ar9CykXNE0_360p_resized,0.8411214953271028,0.35333333333333333,0.9341666666666667
5DlSJQcF45I_360p_resized,0.9541284403669724,0.12583892617449666,0.9001677852348994
5epoi2eXLoo_360p_resized,0.9056603773584904,0.19617224880382775,0.9647129186602871
5ffNg49wTtM_360p_resized,0.896551724137931,0.06486486486486487,0.9527027027027027
5iEP2y-exHE_360p_resized,0.8316831683168315,0.1815126050420168,0.9537815126050421
5if3hEWCqxk_360p_resized,0.8064516129032258,0.2545454545454545,0.937012987012987
5lGh2OwWJMw_360p_resized,0.9583333333333334,0.06904231625835189,0.9487750556792873
5nrZAfdSqHc_360p_resized,0.8695652173913043,0.20606060606060606,0.9444444444444444
5Ohr56fQCIQ_360p_resized,0.9120000000000001,0.1644295302013423,0.9123322147651006
