folder,f1_score,mse,deckPercent
-3Ad7Y-vR4g_360p_resized,0.8333333333333333,0.4050925925925926,0.9357638888888888
-6JLxrHBSPs_360p_resized,0.9166666666666666,0.09815950920245399,0.9477325134511914
-8usXHxlgZo_360p_resized,0.761904761904762,0.36312849162011174,0.8903631284916201
-GsQY89Nw0Q_360p_resized,0.8780487804878048,0.13058419243986255,0.9089347079037801
-inBGqR7lhU_360p_resized,0.8387096774193548,0.08896797153024912,0.9208185053380783
-lkoWBaegRM_360p_resized,0.967741935483871,0.0397489539748954,0.9921548117154811
-m-F8GtE5pc_360p_resized,0.8571428571428571,0.21951219512195122,0.8829268292682927
-mpWIgbysIE_360p_resized,0.8620689655172413,0.33136094674556216,0.9267751479289941
-P8pys6igUw_360p_resized,0.912,0.16216216216216217,0.9898648648648649
-sa4G49X7_k_360p_resized,0.8333333333333334,0.44639376218323584,0.9044834307992202
-tyV_kJPBjQ_360p_resized,0.9787234042553191,0.10385259631490787,0.9882747068676717
-UcYrAtXrdw_360p_resized,0.9166666666666666,0.13068181818181818,0.8534850640113798
-ulQuNTr59g_360p_resized,0.9113924050632911,0.11293634496919917,0.9763860369609856
-_82YmIlFEE_360p_resized,0.9615384615384615,0.051490514905149054,0.975609756097561
-_WzYaL5aT4_360p_resized,0.8913043478260869,0.27079646017699116,0.9650442477876107
0-vvXQKi3bo_360p_resized,0.888888888888889,0.12121212121212122,0.9380165289256198
096Of9kVwjs_360p_resized,0.5810810810810811,1.5946398659966499,0.9045226130653267
0dO_W7fYx1A_360p_resized,0.9320388349514563,0.181640625,0.93115234375
0Ef1aJX8qKc_360p_resized,0.9444444444444444,0.11092436974789915,0.911344537815126
0hF-ubLnI6s_360p_resized,0.8333333333333333,0.20535714285714285,0.9140625
0jSKpaU8dBw_360p_resized,0.7575757575757576,0.6904231625835189,0.9348552338530067
0m6_2yosj_k_360p_resized,0.9583333333333334,0.05397727272727273,0.9303977272727273
0Pbnw5WtBsg_360p_resized,0.9428571428571428,0.0273109243697479,0.9784663865546218
0pgWlwMPLzQ_360p_resized,0.7301587301587302,0.5024875621890548,0.845771144278607
0prQpPJdnEs_360p_resized,0.7339449541284403,0.5805369127516778,0.8770973154362416
0SGWCrBy5Zs_360p_resized,0.7380952380952381,0.875,0.90625
0tKWKX0e4yk_360p_resized,0.847457627118644,0.2234762979683973,0.9644469525959368
0w3QboNEOgo_360p_resized,0.9885057471264368,0.025423728813559324,0.989406779661017
15VMf0DldcE_360p_resized,0.7789473684210527,0.24408014571949,0.9713114754098361
1D4NBk_SW4M_360p_resized,0.9615384615384615,0.1482758620689655,0.9870689655172413
1DC4cimbmLk_360p_resized,0.9374999999999999,0.04827586206896552,0.964367816091954
1DlkcpOc7J8_360p_resized,0.826923076923077,0.5434782608695652,0.9218227424749164
1FyGksLQ400_360p_resized,0.9400000000000001,0.05021834061135371,0.9748908296943232
1GsyO4MjCcw_360p_resized,0.9516129032258065,0.07344632768361582,0.9722222222222222
1IMPLP3l9ZY_360p_resized,0.8653846153846154,0.20481927710843373,0.8930722891566265
1J8ehluangI_360p_resized,0.7199999999999999,0.7390180878552972,0.8688630490956072
1LKg3yyz3Rw_360p_resized,0.8923076923076922,0.2542087542087542,0.9894781144781145
1M4mKndmaIs_360p_resized,0.931297709923664,0.08892617449664429,0.9890939597315436
1Mb0J9sEzKk_360p_resized,0.8148148148148148,0.36666666666666664,0.90625
1MPsMOO65So_360p_resized,0.8444444444444444,0.20738636363636365,0.8842329545454546
1p_-qaCXFio_360p_resized,0.9690721649484536,0.16266173752310537,0.987985212569316
1qTnBOFZEhE_360p_resized,0.8870967741935485,0.25,0.9477611940298507
1S_VrckqHIQ_360p_resized,0.8760330578512397,0.44283121597096187,0.9201451905626135
1TdVeWLmIFE_360p_resized,0.9767441860465117,0.035,0.99625
1uGoy4G0pjA_360p_resized,0.9180327868852459,0.05099150141643059,0.9114730878186968
1y9xpKLRwxw_360p_resized,0.8235294117647058,0.5868465430016864,0.9333895446880269
