Freeze,399
Barbarian Barrel,337
Electro Spirit,291
Hunter,250
Fisherman,239
Balloon,208
Heal Spirit,202
Lumberjack,151
Bowler,15
Electro Wizard,14
Cannon,7
Arrows,2
Royal Giant,2
Magic Archer,2
Electro Giant,2
Zappies,1
Elixir Collector,1
Royal Recruits,1
Mega Knight,1
Phoenix,1
Royal Ghost,1
Flying Machine,1
