frame,card1Name,card1Label,card2Name,card2Label,card3Name,card3Label,card4Name,card4Label,cardPlayedName,cardPlayedLabel,slotPlayed,elixir,predicted_cardPlayed,y_cardPlayed,y_elixirConsumed,predicted_elixirConsumed
00225,X,105.0,Ice Spirit,54.0,Tesla,96.0,Fireball,30.0,,,,6,False,False,0.0,0.0
00240,X,105.0,Ice Spirit,54.0,Tesla,96.0,Fireball,30.0,,,,6,False,False,0.0,0.0
00255,X,105.0,Ice Spirit,54.0,Tesla,96.0,Fireball,30.0,,,,6,False,False,0.0,0.0
00270,X,105.0,Ice Spirit,54.0,Tesla,96.0,Fireball,30.0,,,,6,False,False,0.0,0.0
00285,X,105.0,Ice Spirit,54.0,Tesla,96.0,Fireball,30.0,,,,7,False,False,0.0,0.0
00300,X,105.0,Ice Spirit,54.0,Tesla,96.0,Fireball,30.0,,,,7,False,False,0.0,0.0
00315,X,105.0,Ice Spirit,54.0,Tesla,96.0,Fireball,30.0,,,,7,False,False,0.0,0.0
00330,X,105.0,Ice Spirit,54.0,Tesla,96.0,Fireball,30.0,,,,7,False,False,0.0,0.0
00345,X,105.0,Ice Spirit,54.0,Tesla,96.0,Fireball,30.0,,,,7,False,False,0.0,0.0
00360,X,105.0,Ice Spirit,54.0,Tesla,96.0,Fireball,30.0,,,,8,False,False,0.0,0.0
00375,X,105.0,Ice Spirit,54.0,Tesla,96.0,Fireball,30.0,,,,8,False,False,0.0,0.0
00390,X,105.0,Ice Spirit,54.0,Tesla,96.0,Fireball,30.0,,,,8,False,False,0.0,0.0
00405,X,105.0,Ice Spirit,54.0,Tesla,96.0,Fireball,30.0,,,,8,False,False,0.0,0.0
00420,X,105.0,Ice Spirit,54.0,Tesla,96.0,Fireball,30.0,,,,8,False,False,0.0,0.0
00435,X,105.0,Ice Spirit,54.0,Tesla,96.0,Fireball,30.0,,,,8,False,False,0.0,0.0
00450,X,105.0,Ice Spirit,54.0,Tesla,96.0,Fireball,30.0,,,,9,False,False,0.0,0.0
00465,X,105.0,Skeletons,93.0,Tesla,96.0,Fireball,30.0,Ice Spirit,54.0,2.0,8,True,True,1.0,1.0
00480,X,105.0,Skeletons,93.0,Tesla,96.0,Fireball,30.0,,,,8,False,False,0.0,0.0
00495,X,105.0,Skeletons,93.0,Tesla,96.0,Fireball,30.0,,,,8,False,False,0.0,0.0
00510,X,105.0,Skeletons,93.0,Tesla,96.0,Fireball,30.0,,,,8,False,False,0.0,0.0
00525,X,105.0,Skeletons,93.0,Tesla,96.0,Fireball,30.0,,,,8,False,False,0.0,0.0
00540,X,105.0,Skeletons,93.0,Tesla,96.0,Fireball,30.0,,,,9,False,False,0.0,0.0
00555,X,105.0,Skeletons,93.0,Tesla,96.0,Fireball,30.0,,,,9,False,False,0.0,0.0
00570,X,105.0,Skeletons,93.0,Tesla,96.0,Fireball,30.0,,,,9,False,False,0.0,0.0
00585,X,105.0,Skeletons,93.0,Tesla,96.0,Fireball,30.0,,,,9,False,False,0.0,0.0
00600,X,105.0,Skeletons,93.0,Tesla,96.0,Fireball,30.0,,,,9,False,False,0.0,0.0
00615,X,105.0,The Log,97.0,Tesla,96.0,Fireball,30.0,Skeletons,93.0,2.0,9,True,False,0.0,1.0
00630,X,105.0,The Log,97.0,Tesla,96.0,Fireball,30.0,,,,9,False,False,0.0,0.0
00645,X,105.0,The Log,97.0,Tesla,96.0,Fireball,30.0,,,,9,False,False,0.0,0.0
00660,X,105.0,The Log,97.0,Tesla,96.0,Fireball,30.0,,,,9,False,False,0.0,0.0
00675,X,105.0,The Log,97.0,Tesla,96.0,Fireball,30.0,,,,9,False,False,0.0,0.0
00690,X,105.0,The Log,97.0,Tesla,96.0,Fireball,30.0,,,,9,False,False,0.0,0.0
00705,X,105.0,The Log,97.0,Tesla,96.0,Fireball,30.0,,,,10,False,False,0.0,0.0
00720,X,105.0,The Log,97.0,Tesla,96.0,Fireball,30.0,,,,10,False,False,0.0,0.0
00735,X,105.0,Knight,58.0,Tesla,96.0,Fireball,30.0,The Log,97.0,2.0,8,True,True,2.0,2.0
00750,X,105.0,Knight,58.0,Tesla,96.0,Fireball,30.0,,,,8,False,False,0.0,0.0
00765,X,105.0,Knight,58.0,Tesla,96.0,Fireball,30.0,,,,8,False,False,0.0,0.0
00780,X,105.0,Knight,58.0,Tesla,96.0,Fireball,30.0,,,,8,False,False,0.0,0.0
00795,X,105.0,Knight,58.0,Tesla,96.0,Fireball,30.0,,,,8,False,False,0.0,0.0
00810,X,105.0,Knight,58.0,Tesla,96.0,Fireball,30.0,,,,9,False,False,0.0,0.0
00825,X,105.0,Knight,58.0,Tesla,96.0,Fireball,30.0,,,,9,False,False,0.0,0.0
00840,X,105.0,Knight,58.0,Tesla,96.0,Fireball,30.0,,,,9,False,False,0.0,0.0
00855,X,105.0,Knight,58.0,Tesla,96.0,Fireball,30.0,,,,9,False,False,0.0,0.0
00870,X,105.0,Knight,58.0,Tesla,96.0,Fireball,30.0,,,,9,False,False,0.0,0.0
00885,X,105.0,Knight,58.0,Tesla,96.0,Fireball,30.0,,,,9,False,False,0.0,0.0
00900,X,105.0,Knight,58.0,Tesla,96.0,Fireball,30.0,,,,10,False,False,0.0,0.0
00915,X,105.0,Archers,109.0,Tesla,96.0,Fireball,30.0,Knight,58.0,2.0,7,True,True,3.0,3.0
00930,X,105.0,Archers,109.0,Tesla,96.0,Fireball,30.0,,,,7,False,False,0.0,0.0
00945,X,105.0,Archers,109.0,Tesla,96.0,Fireball,30.0,,,,7,False,False,0.0,0.0
00960,X,105.0,Archers,109.0,Tesla,96.0,Fireball,30.0,,,,7,False,False,0.0,0.0
00975,X,105.0,Archers,109.0,Tesla,96.0,Fireball,30.0,,,,7,False,False,0.0,0.0
00990,X,105.0,Archers,109.0,Tesla,96.0,Fireball,30.0,,,,8,False,False,0.0,0.0
01005,X,105.0,Archers,109.0,Tesla,96.0,Fireball,30.0,,,,8,False,False,0.0,0.0
01020,X,105.0,Archers,109.0,Tesla,96.0,Fireball,30.0,,,,8,False,False,0.0,0.0
01035,X,105.0,Archers,109.0,Tesla,96.0,Fireball,30.0,,,,8,False,False,0.0,0.0
01050,X,105.0,Archers,109.0,Tesla,96.0,Fireball,30.0,,,,8,False,False,0.0,0.0
01065,X,105.0,Archers,109.0,Tesla,96.0,Fireball,30.0,,,,8,False,False,0.0,0.0
01080,X,105.0,Archers,109.0,Tesla,96.0,Fireball,30.0,,,,9,False,False,0.0,0.0
01095,X,105.0,Archers,109.0,Tesla,96.0,Fireball,30.0,,,,9,False,False,0.0,0.0
01110,X,105.0,Archers,109.0,Tesla,96.0,Fireball,30.0,,,,9,False,False,0.0,0.0
01125,X,105.0,Archers,109.0,Tesla,96.0,Fireball,30.0,,,,9,False,False,0.0,0.0
01140,X,105.0,Archers,109.0,Tesla,96.0,Fireball,30.0,,,,9,False,False,0.0,0.0
01155,X,105.0,Ice Spirit,54.0,Tesla,96.0,Fireball,30.0,Archers,109.0,2.0,7,True,True,2.0,3.0
01170,X,105.0,Ice Spirit,54.0,Tesla,96.0,Fireball,30.0,,,,7,False,False,0.0,0.0
01185,X,105.0,Ice Spirit,54.0,Tesla,96.0,Fireball,30.0,,,,7,False,False,0.0,0.0
01200,X,105.0,Ice Spirit,54.0,Tesla,96.0,Fireball,30.0,,,,7,False,False,0.0,0.0
01215,X,105.0,Ice Spirit,54.0,Tesla,96.0,Fireball,30.0,,,,7,False,False,0.0,0.0
01230,X,105.0,Ice Spirit,54.0,Tesla,96.0,Fireball,30.0,,,,7,False,False,0.0,0.0
01245,X,105.0,Ice Spirit,54.0,Tesla,96.0,Fireball,30.0,,,,8,False,False,0.0,0.0
01260,Skeletons,93.0,Ice Spirit,54.0,Tesla,96.0,Fireball,30.0,X,105.0,1.0,2,True,True,6.0,6.0
01275,Skeletons,93.0,Ice Spirit,54.0,Tesla,96.0,Fireball,30.0,,,,2,False,False,0.0,0.0
01290,Skeletons,93.0,Ice Spirit,54.0,Tesla,96.0,Fireball,30.0,,,,2,False,False,0.0,0.0
01305,Skeletons,93.0,Ice Spirit,54.0,Tesla,96.0,Fireball,30.0,,,,2,False,False,0.0,0.0
01320,Skeletons,93.0,Ice Spirit,54.0,Tesla,96.0,Fireball,30.0,,,,3,False,False,0.0,0.0
01335,Skeletons,93.0,Ice Spirit,54.0,Tesla,96.0,Fireball,30.0,,,,3,False,False,0.0,0.0
01350,Skeletons,93.0,Ice Spirit,54.0,Tesla,96.0,Fireball,30.0,,,,3,False,False,0.0,0.0
