Skeleton Army,358
Giant Snowball,341
Graveyard,295
Valkyrie,254
Arrows,239
Giant,179
Dark Prince,166
Goblin Drill,163
Witch,135
Archer Queen,31
Mega Minion,21
Electro Dragon,21
Executioner,10
Phoenix,7
Minion Horde,6
Skeleton Dragons,3
Battle Healer,3
Flying Machine,2
Mini P.E.K.K.A,1
Musketeer,1
Royal Recruits,1
Fire Spirit,1
Three Musketeers,1
,1
