The Log,424
X,245
Mini P.E.K.K.A,244
Ice Golem,209
Electro Dragon,183
Electro Spirit,182
Fire Spirit,132
Elixir Collector,127
Witch,102
Archers,29
Archer Queen,27
Mega Knight,12
Barbarian Hut,10
Skeleton Barrel,7
Monk,6
Goblin Cage,2
Hog Rider,1
Arrows,1
Golem,1
