Freeze,499
Zap,354
Tesla,325
Ice Golem,238
Minions,228
Hog Rider,180
Bomber,158
Elite Barbarians,156
Hunter,9
Electro Wizard,3
Skeletons,2
Giant Skeleton,2
Miner,2
Goblin Gang,1
Zappies,1
Guards,1
Prince,1
Royal Ghost,1
Royal Hogs,1
X,1
Mega Knight,1
