Rage,529
Bandit,386
Three Musketeers,354
Royal Ghost,315
Elite Barbarians,244
Elixir Collector,174
Heal Spirit,165
Golden Knight,137
Archers,68
Arrows,9
Princess,1
Hog Rider,1
Guards,1
