Cannon,356
Earthquake,325
Fire Spirit,265
The Log,265
Ice Golem,241
Skeletons,204
Hog Rider,199
Witch,120
Cannon Cart,88
Archer Queen,16
Mega Knight,6
Elite Barbarians,4
Hunter,4
Lumberjack,3
Giant Skeleton,2
Musketeer,1
Phoenix,1
